Company,Price,Price Extended Hours,P/E,Market Cap,Ticker,Open,Previous Close,52 Wk High,52 Wk Low,Industry,Shares Outstanding,Volume,Volume Average,Change,Change %,Change % Extended Hours,Change Extended Hours,Date
,238.9,240.0,25.2245,176677754410.0,MCD,239.86,238.76,271.15,217.675,Hotels & Entertainment Services,739546900.0,3152171.0,2901761.0,0.14,0.0005863999999999999,0.004604,1.1,2022-06-24
,61.55,61.98,22.5818,34129555015.0,MCHP,61.58,60.95,90.0,59.84,Semiconductors & Semiconductor Equipment,554501300.0,4726119.0,5287238.0,0.6,0.009844,0.006986,0.43,2022-06-24
,307.68,305.29,42.315,44176971312.0,MCK,306.92,306.52,339.94,184.43,Food & Drug Retailing,143580900.0,1075920.0,1077172.0,1.16,0.003784,-0.007768000000000001,-2.39,2022-06-24
,262.3,263.23,24.4164,48394350000.0,MCO,260.42,257.68,407.94,256.84,Professional & Commercial Services,184500000.0,861322.0,1068010.0,4.62,0.017929,0.003546,0.93,2022-06-24
,59.04,59.6573,19.6259,81706872960.0,MDLZ,58.94,58.47,69.47,57.625,Food & Tobacco,1383924000.0,9212371.0,8241086.0,0.57,0.009749,0.010456,0.6173,2022-06-24
,89.35,90.28,24.1901,117744200000.0,MDT,89.21,88.48,135.89,87.6872,Healthcare Equipment & Supplies,1330743000.0,5236231.0,6315096.0,0.87,0.009833,0.010409,0.93,2022-06-24
,62.31,62.58,8.0113,50670859629.0,MET,62.6,61.86,73.18,55.21,Insurance,813205900.0,4716937.0,4813132.0,0.45,0.007274,0.004333,0.27,2022-06-24
,30.06,30.89,9.5572,12525940000.0,MGM,29.85,29.4,51.17,28.4,Hotels & Entertainment Services,426052200.0,6764439.0,6658382.0,0.66,0.022449,0.027611,0.83,2022-06-24
,125.42,126.32,8.0619,7969115310.0,MHK,125.56,123.61,211.745,117.56,Household Goods,63539430.0,519181.0,529790.0,1.81,0.014643,0.007176,0.9,2022-06-24
,83.73,83.75,30.2287,22472840000.0,MKC,84.27,83.8,107.35,77.85,Food & Tobacco,268076500.0,1433922.0,1243428.0,-0.07,-0.0008353,0.0002389,0.02,2022-06-24
,270.04,270.04,42.1359,10191849680.0,MKTX,270.22,268.48,498.97,249.01,Investment Banking & Investment Services,37742000.0,181122.0,282844.0,1.56,0.005809999999999999,0.0,0.0,2022-06-24
,318.45,318.45,29.964,19860287106.0,MLM,319.0,316.47,446.46,312.0805,Construction Materials,62365480.0,519919.0,490521.0,1.98,0.006257,0.0,0.0,2022-06-24
,148.39,148.08,23.3204,74478973943.0,MMC,149.23,147.26,183.14,133.86,Insurance,501913700.0,1414722.0,1573916.0,1.13,0.007673999999999999,-0.002089,-0.31,2022-06-24
,87.87,87.91,34.7783,46542225918.0,MNST,88.66,88.06,99.89,71.775,Beverages,529671400.0,3726367.0,2843180.0,-0.19,-0.0021579999999999998,0.0004552,0.04,2022-06-24
,45.67,46.0,28.1998,82688138190.0,MO,46.66,46.29,57.05,42.53,Food & Tobacco,1810557000.0,22244779.0,12251848.0,-0.62,-0.013394,0.007226,0.33,2022-06-24
,53.61,53.99,7.4621,19406460813.0,MOS,53.485,52.73,79.28,28.26,Chemicals,361993300.0,8638782.0,8148253.0,0.88,0.016689,0.007088,0.38,2022-06-24
,98.9,100.15,23.8094,53504395610.0,MPC,102.98,102.67,114.35,50.19,Oil & Gas,540994900.0,13175827.0,6478483.0,-3.77,-0.03672,0.012639000000000001,1.25,2022-06-24
,416.19,421.44,70.8363,19412350170.0,MPWR,411.96,407.16,580.0,340.47,Semiconductors & Semiconductor Equipment,46643000.0,386090.0,470070.0,9.03,0.022178,0.012614,5.25,2022-06-24
,84.63,85.0,15.4079,214012767150.0,MRK,84.56,84.5,94.92,70.89,Pharmaceuticals,2528805000.0,11357089.0,11861081.0,0.13,0.0015379999999999999,0.004372,0.37,2022-06-24
,128.53,129.525,3.5743,51124028535.0,MRNA,122.44,121.56,497.49,115.61,Biotechnology & Medical Research,397759500.0,6965005.0,5916338.0,6.97,0.05733799999999999,0.0077410000000000005,0.995,2022-06-24
,28.07,28.24,10.0382,19864883563.0,MRO,28.55,28.79,33.235,10.41,Oil & Gas,707690900.0,23440965.0,20841120.0,-0.72,-0.025009,0.006056000000000001,0.17,2022-06-24
,76.02,76.5,9.536,132980569680.0,MS,75.8,74.96,109.73,74.14,Investment Banking & Investment Services,1749284000.0,9273318.0,7432351.0,1.06,0.014140999999999999,0.006313999999999999,0.48,2022-06-24
,397.39,397.39,42.678,32237484865.0,MSCI,397.01,391.0,679.85,376.41,Professional & Commercial Services,81123040.0,436308.0,564759.0,6.39,0.016343,0.0,0.0,2022-06-24
,251.76,254.0,25.5079,1882921348080.0,MSFT,248.31,244.49,349.67,241.51,Software & IT Services,7479033000.0,33111729.0,32482875.0,7.27,0.029735,0.008897,2.24,2022-06-24
,203.11,203.01,27.8491,33979693670.0,MSI,205.46,203.31,273.6496,199.24,Communications & Networking,167297000.0,694530.0,990886.0,-0.2,-0.0009837,-0.0004923,-0.1,2022-06-24
,165.49,166.0,12.5993,29585940000.0,MTB,166.65,164.9,186.95,128.46,Banking Services,179417400.0,882733.0,1123616.0,0.59,0.003578,0.0030819999999999997,0.51,2022-06-24
,77.06,77.6,80.8136,22003072802.0,MTCH,74.86,73.07,182.0,67.8694,Software & IT Services,285531700.0,3043586.0,3085713.0,3.99,0.054604999999999994,0.0070079999999999995,0.54,2022-06-24
,1167.25,1167.25,33.9915,26473591847.0,MTD,1170.56,1157.63,1714.75,1136.37,Office Equipment,22680310.0,86207.0,127322.0,9.62,0.00831,0.0,0.0,2022-06-24
,59.12,59.7,7.3906,66017353040.0,MU,59.33,58.7,98.45,57.55,Semiconductors & Semiconductor Equipment,1116667000.0,19726222.0,17894566.0,0.42,0.007155,0.009811,0.58,2022-06-24
,11.73,11.87,0.0,4916055903.0,NCLH,11.26,11.12,32.1834,10.96,Hotels & Entertainment Services,419101100.0,30654148.0,23379812.0,0.61,0.054855999999999995,0.011935,0.14,2022-06-24
,149.92,150.5,20.9421,24688495775.0,NDAQ,146.33,145.87,214.955,140.31,Investment Banking & Investment Services,164677800.0,1053836.0,957196.0,4.05,0.027764,0.003869,0.58,2022-06-24
,74.19,75.14,97.0405,140422400000.0,NEE,72.46,71.48,93.73,67.22,Electrical Utilities & IPPs,1964500000.0,12085296.0,10756178.0,2.71,0.037913,0.012805,0.95,2022-06-24
,88.7,,44.61,9859080000.0,NEM,86.26,85.58,,,Software & IT Services,115500000.0,81.0,91490.0,3.12,0.036457,,,2022-06-24
,180.11,182.0,16.0198,80018172129.0,NFLX,169.258,167.54,700.9894,162.71,Software & IT Services,444273900.0,12396041.0,10090626.0,12.57,0.075027,0.010494000000000002,1.89,2022-06-24
,27.72,29.25,18.143,11248723332.0,NI,27.8,27.6,32.585,23.65,Multiline Utilities,405798100.0,5268251.0,4073249.0,0.12,0.004348,0.055195,1.53,2022-06-24
,113.44,113.99,29.2345,178528128480.0,NKE,112.16,110.72,179.1,103.46,Textiles & Apparel,1573767000.0,4828671.0,6654616.0,2.72,0.024565999999999998,0.004848,0.55,2022-06-24
,22.0,21.58,15.5456,12761410200.0,NLOK,22.14,21.99,30.915,21.72,Software & IT Services,580064100.0,7141335.0,7500375.0,0.01,0.0004548,-0.019091,-0.42,2022-06-24
,22.65,22.64,14.8726,8147053244.0,NLSN,22.71,22.52,27.79,16.02,Media & Publishing,359693300.0,5418789.0,2907223.0,0.13,0.005773,-0.0004415,-0.01,2022-06-24
,458.45,458.45,12.5276,71263576870.0,NOC,456.26,454.46,492.3,344.89,Aerospace & Defense,155444600.0,874398.0,825955.0,3.99,0.00878,0.0,0.0,2022-06-24
,465.95,470.495,404.7561,93404290405.0,NOW,449.52,444.75,707.6,406.47,Software & IT Services,200459900.0,1950860.0,1758451.0,21.2,0.047667,0.009754,4.545,2022-06-24
,39.11,39.56,2.3986,9280161596.0,NRG,39.76,39.42,47.82,34.7,Electrical Utilities & IPPs,237283600.0,3597419.0,4334617.0,-0.31,-0.007864,0.011506,0.45,2022-06-24
,224.5,229.99,17.994,53505646250.0,NSC,225.01,222.81,299.195,220.85,Freight & Logistics Services,238332500.0,1134191.0,1203772.0,1.69,0.007585,0.024453999999999997,5.49,2022-06-24
,65.43,65.43,15.7006,14313540000.0,NTAP,64.76,64.32,96.82,63.71,"Computers, Phones & Household Electronics",222536500.0,2371949.0,1932988.0,1.11,0.017257,0.0,0.0,2022-06-24
,93.28,93.28,12.9895,19437667744.0,NTRS,95.03,93.6,135.15,91.91,Investment Banking & Investment Services,208379800.0,2608573.0,760212.0,-0.32,-0.0034189999999999997,0.0,0.0,2022-06-24
,116.46,117.51,4.0742,30985580520.0,NUE,118.34,113.72,187.9,87.71,Metals & Mining,266062000.0,3582418.0,2670645.0,2.74,0.024094,0.009016,1.05,2022-06-24
,165.27,167.3,42.4943,413175000000.0,NVDA,160.95,158.36,346.47,154.12,Semiconductors & Semiconductor Equipment,2500000000.0,56393565.0,60535437.0,6.91,0.043635,0.012282999999999999,2.03,2022-06-24
,3909.85,3909.85,10.4279,12846410000.0,NVR,3964.53,3905.08,5982.445,3829.99,Homebuilding & Construction Supplies,3289670.0,15413.0,19584.0,4.77,0.001221,0.0,0.0,2022-06-24
,18.72,19.39,11.0004,7740720000.0,NWL,18.64,18.47,27.82,18.22,Household Goods,413500000.0,4933564.0,3685320.0,0.25,0.013534999999999998,0.035790999999999996,0.67,2022-06-24
,15.8,15.8,19.0653,9157600000.0,NWS,15.99,15.8,25.69,15.575,Media & Publishing,585741600.0,1207831.0,735154.0,0.0,0.0,0.0,0.0,2022-06-24
,15.54,15.98,18.4069,9157600000.0,NWSA,15.77,15.55,26.51,15.33,Media & Publishing,585741600.0,4649215.0,3596787.0,-0.01,-0.0006431000000000001,0.028314,0.44,2022-06-24
,168.94,169.89,20.8961,44357697312.0,NXPI,170.71,168.29,239.91,164.75,Semiconductors & Semiconductor Equipment,262564800.0,2355609.0,3077129.0,0.65,0.003862,0.005623,0.95,2022-06-24
,64.8,64.67,61.5443,38983569840.0,O,63.38,62.79,75.4,62.285,Residential & Commercial REIT,601598300.0,4884452.0,4429451.0,2.01,0.032011,-0.002006,-0.13,2022-06-24
,242.25,243.1864,24.4527,27144820000.0,ODFL,241.22,239.47,373.58,231.31,Freight & Logistics Services,113353800.0,700426.0,981618.0,2.78,0.011609000000000001,0.003865,0.9364,2022-06-24
,33.59,33.68,6.4629,8519673548.0,OGN,33.17,33.13,39.475,28.42,Pharmaceuticals,253637200.0,1694703.0,1336888.0,0.46,0.013885000000000002,0.0026790000000000004,0.09,2022-06-24
,59.69,59.85,17.9957,26658509040.0,OKE,60.42,60.39,75.07,48.51,Oil & Gas Related Equipment and Services,446616000.0,3090578.0,2478309.0,-0.7,-0.011591,0.0026810000000000002,0.16,2022-06-24
,65.43,66.75,11.0421,13461090561.0,OMC,65.6,64.95,91.61,64.32,Media & Publishing,205732700.0,1466080.0,1716486.0,0.48,0.00739,0.020173999999999997,1.32,2022-06-24
,69.7,70.3,29.4546,185970542900.0,ORCL,70.45,70.72,106.34,63.76,Software & IT Services,2668157000.0,11765545.0,8893033.0,-1.02,-0.014422999999999998,0.008608,0.6,2022-06-24
,599.01,599.01,19.1166,39370189824.0,ORLY,607.18,596.69,748.68,529.13,Specialty Retailers,65725430.0,486605.0,650171.0,2.32,0.003888,0.0,0.0,2022-06-24
,69.76,70.07,23.8222,29494137344.0,OTIS,69.41,69.21,92.84,68.64,"Machinery, Equipment & Components",422794400.0,1629268.0,2639812.0,0.55,0.007947,0.004444,0.31,2022-06-24
,60.28,60.72,9.4074,56493873480.0,OXY,61.17,62.09,74.04,21.62,Oil & Gas,937191000.0,29608916.0,27791340.0,-1.81,-0.029150999999999996,0.007299,0.44,2022-06-24
,273.82,276.0,70.471,16498750280.0,PAYC,274.82,270.45,558.97,259.95,Software & IT Services,60254000.0,355572.0,425067.0,3.37,0.012461,0.007961000000000001,2.18,2022-06-24
,117.95,118.31,31.3667,42579950000.0,PAYX,118.08,117.47,141.92,101.73,Professional & Commercial Services,361000000.0,1380369.0,1655088.0,0.48,0.004086,0.0030520000000000005,0.36,2022-06-24
,24.37,24.77,40.7015,13149006527.0,PEAK,23.71,23.44,37.69,23.23,Residential & Commercial REIT,539557100.0,7895331.0,4766829.0,0.93,0.039676,0.016413999999999998,0.4,2022-06-24
,60.52,60.3,0.0,30215148628.0,PEG,61.48,60.97,75.61,58.96,Multiline Utilities,499258900.0,2672927.0,2645131.0,-0.45,-0.0073809999999999995,-0.0036349999999999998,-0.22,2022-06-24
,30.25,30.67,13.3357,5045784700.0,PENN,29.57,29.0,86.4,27.78,Hotels & Entertainment Services,166802800.0,4842316.0,4487305.0,1.25,0.043102999999999995,0.013884,0.42,2022-06-24
,157.79,158.93,20.9591,218173708360.0,PEP,157.92,156.12,177.62,144.61,Beverages,1382684000.0,5940075.0,5685897.0,1.67,0.010697000000000002,0.0072250000000000005,1.14,2022-06-24
,48.51,48.69,10.8051,272184564960.0,PFE,47.88,47.92,61.71,38.7,Pharmaceuticals,5610896000.0,25747996.0,24199944.0,0.59,0.012312,0.003711,0.18,2022-06-24
,64.96,64.96,10.9811,16414365631.0,PFG,64.82,63.94,80.36,58.66,Insurance,252684200.0,1622374.0,1764100.0,1.02,0.015952,0.0,0.0,2022-06-24
,132.51,132.99,23.3893,317930845470.0,PG,134.44,133.84,165.35,129.5,Personal & Household Products & Services,2399297000.0,12178070.0,7152809.0,-1.33,-0.009937,0.0036220000000000002,0.48,2022-06-24
,112.57,112.57,30.5579,65842192999.0,PGR,113.05,112.41,121.36,89.35,Insurance,584900000.0,2280043.0,3085065.0,0.16,0.001423,0.0,0.0,2022-06-24
,254.79,254.8452,19.5324,32707901880.0,PH,254.93,252.63,340.0,249.52,"Machinery, Equipment & Components",128372000.0,664975.0,643094.0,2.16,0.00855,0.00021669999999999998,0.05522,2022-06-24
,39.43,39.65,4.8881,9369624724.0,PHM,40.22,39.88,58.09,38.6,Homebuilding & Construction Supplies,237626800.0,2793646.0,2853907.0,-0.45,-0.011284,0.005580000000000001,0.22,2022-06-24
,147.23,145.45,15.0103,13795623259.0,PKG,148.46,147.23,168.5,124.78,Containers & Packaging,93701170.0,750563.0,659402.0,0.0,0.0,-0.01209,-1.78,2022-06-24
,140.41,140.41,22.2918,17712510885.0,PKI,140.88,138.14,203.16,134.925,Healthcare Equipment & Supplies,126148500.0,679586.0,711680.0,2.27,0.016433,0.0,0.0,2022-06-24
,115.09,117.05,22.0001,81917950000.0,PLD,111.25,109.87,174.54,106.46,Residential & Commercial REIT,740267000.0,7486875.0,5944259.0,5.22,0.047511,0.01703,1.96,2022-06-24
,98.21,98.5,17.1301,152236303100.0,PM,99.59,98.97,112.48,85.64,Food & Tobacco,1550110000.0,5760577.0,5886327.0,-0.76,-0.007679,0.002953,0.29,2022-06-24
,156.51,157.91,13.1807,64729515357.0,PNC,156.68,155.66,228.1425,152.35,Banking Services,413580700.0,1918205.0,1970358.0,0.85,0.005461000000000001,0.008945,1.4,2022-06-24
,46.03,46.03,14.0093,7613348191.0,PNR,46.06,45.86,80.4,45.2,"Machinery, Equipment & Components",165399700.0,1176667.0,1270835.0,0.17,0.003707,0.0,0.0,2022-06-24
,68.36,68.61,13.7017,7724755196.0,PNW,68.55,68.19,88.34,62.78,Electrical Utilities & IPPs,113001100.0,1367200.0,634389.0,0.17,0.002493,0.003657,0.25,2022-06-24
,353.82,353.82,19.3705,14161617194.0,POOL,351.19,349.44,582.265,337.29,Leisure Products,40024920.0,524925.0,482266.0,4.38,0.012534,0.0,0.0,2022-06-24
,113.62,113.417,25.205,26831147122.0,PPG,113.44,111.51,177.32,109.12,Chemicals,236148100.0,1509743.0,1312015.0,2.11,0.018922,-0.001787,-0.203,2022-06-24
,26.27,26.35,191.0319,19332171810.0,PPL,26.25,26.03,30.715,25.265,Multiline Utilities,735903000.0,9767768.0,5915837.0,0.24,0.00922,0.003045,0.08,2022-06-24
,94.85,95.45,7.6398,35568750000.0,PRU,95.36,94.14,124.22,93.18,Insurance,375000000.0,1833125.0,2078436.0,0.71,0.007542,0.006326000000000001,0.6,2022-06-24
,304.17,304.17,28.9509,53390625513.0,PSA,298.51,297.84,421.76,290.41,Residential & Commercial REIT,175528900.0,819094.0,806676.0,6.33,0.021253,0.0,0.0,2022-06-24
,102.38,102.47,18.1203,49255018000.0,PSX,104.2,104.13,111.28,63.19,Oil & Gas,481100000.0,4747321.0,3730777.0,-1.75,-0.016806,0.0008791000000000001,0.09,2022-06-24
,103.42,103.42,24.696,11684730000.0,PTC,101.24,99.89,153.73,96.55,Software & IT Services,116975900.0,837842.0,702343.0,3.53,0.035339,0.0,0.0,2022-06-24
,63.4,63.5,4.4478,4245298236.0,PVH,62.68,61.64,125.42,60.35,Textiles & Apparel,66960540.0,1751851.0,1637554.0,1.76,0.028553000000000002,0.001577,0.1,2022-06-24
,124.12,124.35,37.478,17837161080.0,PWR,123.8,123.55,140.04,84.4,Construction & Engineering,143709000.0,1631871.0,1906884.0,0.57,0.004614,0.0018529999999999998,0.23,2022-06-24
,258.21,259.75,16.137,62476233389.0,PXD,263.22,264.55,288.46,133.73,Oil & Gas,241959000.0,3480328.0,2409201.0,-6.34,-0.023965,0.0059640000000000006,1.54,2022-06-24
,75.83,76.73,23.9502,87814173200.0,PYPL,73.47,72.46,310.16,71.455,Software & IT Services,1158040000.0,17165614.0,16034771.0,3.37,0.046508,0.011869000000000001,0.9,2022-06-24
,131.03,132.48,13.335,146753600000.0,QCOM,131.67,130.26,193.58,122.165,Semiconductors & Semiconductor Equipment,1120000000.0,7859981.0,9207233.0,0.77,0.005911,0.011066,1.45,2022-06-24
,98.52,98.89,10.452,10445819448.0,QRVO,97.38,96.66,201.46,93.69,Semiconductors & Semiconductor Equipment,106027400.0,1410900.0,1462441.0,1.86,0.019243,0.003756,0.37,2022-06-24
,39.69,40.25,0.0,10068220000.0,RCL,39.92,39.49,98.27,38.8,Hotels & Entertainment Services,254956300.0,8618221.0,4840021.0,0.2,0.005064999999999999,0.014109,0.56,2022-06-24
,275.26,275.26,8.1179,10855692869.0,RE,276.83,272.67,308.2,234.87,Insurance,39437960.0,307034.0,223174.0,2.59,0.009499,0.0,0.0,2022-06-24
,58.26,58.26,20.3487,10041827598.0,REG,57.06,56.6,78.78,55.78,Residential & Commercial REIT,172362300.0,1451445.0,1050812.0,1.66,0.029329,0.0,0.0,2022-06-24
,561.19,561.19,7.7709,61644588978.0,REGN,554.03,548.35,747.4214,516.75,Biotechnology & Medical Research,109846200.0,766678.0,728052.0,12.84,0.023416000000000003,0.0,0.0,2022-06-24
,19.38,19.42,8.0411,18110604186.0,RF,19.55,19.35,25.57,18.02,Banking Services,934499700.0,10165951.0,7059184.0,0.03,0.00155,0.002064,0.04,2022-06-24
,82.34,82.4095,13.8009,9099689824.0,RHI,82.55,81.43,125.77,80.11,Professional & Commercial Services,110513600.0,950165.0,1091904.0,0.91,0.011175,0.0008439000000000001,0.06949,2022-06-24
,87.98,87.64,12.2409,18801640000.0,RJF,87.83,86.78,117.37,81.959,Investment Banking & Investment Services,216658600.0,1307718.0,1368013.0,1.2,0.013828,-0.003865,-0.34,2022-06-24
,95.87,95.87,11.7187,6718126680.0,RL,95.65,94.57,135.99,86.55,Textiles & Apparel,70075380.0,627542.0,1280062.0,1.3,0.013746000000000001,0.0,0.0,2022-06-24
,203.28,203.28,38.0632,29550960000.0,RMD,202.89,202.01,301.34,189.4,Healthcare Equipment & Supplies,146284700.0,703101.0,529626.0,1.27,0.006287,0.0,0.0,2022-06-24
,205.66,205.66,36.4529,23301140000.0,ROK,202.24,200.42,354.99,191.075,"Machinery, Equipment & Components",116261600.0,1881575.0,1100480.0,5.24,0.026145,0.0,0.0,2022-06-24
,32.77,32.77,48.8095,16137937139.0,ROL,33.05,32.78,40.0202,28.505,Professional & Commercial Services,492460700.0,1627997.0,1710183.0,-0.01,-0.0003051,0.0,0.0,2022-06-24
,384.31,384.31,39.2725,40316710000.0,ROP,384.73,380.66,505.0,379.63,Software & IT Services,105912700.0,789015.0,674361.0,3.65,0.009589,0.0,0.0,2022-06-24
,76.0,77.44,16.4559,26594406400.0,ROST,74.75,74.0,127.58,69.75,Specialty Retailers,349926400.0,2616382.0,5629937.0,2.0,0.027027000000000002,0.018947000000000002,1.44,2022-06-24
,123.36,121.54,29.1322,38968301424.0,RSG,123.82,123.06,145.98,106.46,Professional & Commercial Services,315890900.0,1387520.0,1359246.0,0.3,0.002438,-0.014754,-1.82,2022-06-24
,92.28,92.4,32.5847,137240200200.0,RTX,92.1,91.32,106.02,79.0,Aerospace & Defense,1487215000.0,4139228.0,5136534.0,0.96,0.010511999999999999,0.0013,0.12,2022-06-24
,301.39,301.39,74.9453,32031700000.0,SBAC,299.94,297.06,391.15,286.41,Residential & Commercial REIT,107829000.0,864947.0,715381.0,4.33,0.014576,0.0,0.0,2022-06-24
,74.19,75.0,19.3461,85088511000.0,SBUX,73.25,72.31,126.32,68.39,Hotels & Entertainment Services,1146900000.0,7682259.0,11022823.0,1.88,0.025998999999999998,0.010918,0.81,2022-06-24
,61.51,62.1,22.1305,116644550010.0,SCHW,61.88,61.11,96.24,59.35,Investment Banking & Investment Services,1896351000.0,11274398.0,8341536.0,0.4,0.006546,0.009592,0.59,2022-06-24
,58.89,58.89,16.4988,8602910316.0,SEE,59.26,58.58,70.725,53.87,Containers & Packaging,146084400.0,1023093.0,855801.0,0.31,0.005292,0.0,0.0,2022-06-24
,228.99,232.0,33.4221,59567466387.0,SHW,231.72,229.48,354.15,224.4,Chemicals,260131300.0,1580178.0,1681725.0,-0.49,-0.0021349999999999997,0.013145,3.01,2022-06-24
,419.04,420.0,13.7883,24660994276.0,SIVB,410.6,406.39,763.22,399.61,Banking Services,58851170.0,699464.0,620610.0,12.65,0.031128,0.002291,0.96,2022-06-24
,125.17,123.79,23.6117,13596340000.0,SJM,125.78,125.36,146.74,118.55,Food & Tobacco,108458400.0,932704.0,1189346.0,-0.19,-0.0015160000000000002,-0.011025,-1.38,2022-06-24
,41.52,41.79,29.5626,58686900720.0,SLB,43.59,43.22,49.83,25.895,Oil & Gas Related Equipment and Services,1413461000.0,15091782.0,12636160.0,-1.7,-0.039334,0.006503,0.27,2022-06-24
,203.84,203.84,13.3227,10972140000.0,SNA,206.26,205.57,235.95,197.75,"Machinery, Equipment & Components",53374250.0,307133.0,283998.0,-1.73,-0.008416,0.0,0.0,2022-06-24
,303.24,303.2,45.9461,46386683448.0,SNPS,297.8,295.16,377.6,255.02,Software & IT Services,152970200.0,903336.0,990407.0,8.08,0.027374999999999997,-0.0001319,-0.04,2022-06-24
,66.57,66.75,31.164,70732289250.0,SO,66.96,66.78,77.235,60.115,Electrical Utilities & IPPs,1062525000.0,6543352.0,5015958.0,-0.21,-0.0031450000000000002,0.002704,0.18,2022-06-24
,97.5,98.26,14.2368,32042263500.0,SPG,97.52,96.51,171.12,95.46,Residential & Commercial REIT,328638600.0,2598141.0,2395309.0,0.99,0.010258,0.007795,0.76,2022-06-24
,321.34,318.95,22.9099,107894500000.0,SPGI,319.94,317.43,484.21,311.87,Professional & Commercial Services,339900000.0,2489633.0,2987246.0,3.91,0.012318,-0.007438,-2.39,2022-06-24
,144.74,144.9,45.7729,45492462278.0,SRE,146.03,144.82,173.28,119.56,Multiline Utilities,314304700.0,1404984.0,1487657.0,-0.08,-0.0005524,0.001105,0.16,2022-06-24
,202.28,203.0,85.062,20244182400.0,STE,205.31,203.67,255.9325,196.72,Healthcare Equipment & Supplies,100080000.0,736078.0,509593.0,-1.39,-0.006825,0.003559,0.72,2022-06-24
,63.94,63.94,8.4232,23473345888.0,STT,63.15,62.18,104.87,61.84,Investment Banking & Investment Services,367115200.0,3224304.0,3018827.0,1.76,0.028304999999999997,0.0,0.0,2022-06-24
,76.24,76.5,9.3015,16379706559.0,STX,75.88,75.63,117.67,74.88,"Computers, Phones & Household Electronics",214844000.0,1815693.0,1808005.0,0.61,0.008066,0.0034100000000000003,0.26,2022-06-24
,230.58,231.0,0.0,43892820000.0,STZ,233.4,231.5,261.525,207.35,Beverages,184238900.0,1102486.0,1021408.0,-0.92,-0.003974,0.0018210000000000001,0.42,2022-06-24
,106.56,108.0,13.2985,16086787776.0,SWK,107.54,106.77,210.92,104.99,"Machinery, Equipment & Components",150964600.0,1668812.0,1814747.0,-0.21,-0.001967,0.013514,1.44,2022-06-24
,94.62,95.6,11.2621,15226827582.0,SWKS,94.01,92.76,197.62,91.83,Semiconductors & Semiconductor Equipment,160926100.0,1861562.0,2013523.0,1.86,0.020052,0.010357,0.98,2022-06-24
,30.47,30.78,4.0064,15280363736.0,SYF,30.03,29.51,52.49,29.075,Banking Services,501488800.0,9024681.0,6240583.0,0.96,0.032531,0.010174,0.31,2022-06-24
,202.51,202.51,38.0705,76579986791.0,SYK,203.58,200.58,281.16,198.29,Healthcare Equipment & Supplies,378154100.0,1651915.0,1196178.0,1.93,0.009622,0.0,0.0,2022-06-24
,80.78,81.42,41.2565,41155455124.0,SYY,80.82,80.14,91.5296,68.05,Food & Drug Retailing,509475800.0,1662951.0,2280091.0,0.64,0.007986,0.007923,0.64,2022-06-24
,19.44,19.48,8.2063,139242500000.0,T,19.6,19.45,22.1527,16.6202,Telecommunications Services,7159000000.0,38941850.0,38861064.0,-0.01,-0.0005141,0.002058,0.04,2022-06-24
,51.82,51.5,10.4178,11162810000.0,TAP,51.83,51.36,59.98,42.46,Beverages,216896000.0,1386128.0,1452097.0,0.46,0.008955999999999999,-0.006175000000000001,-0.32,2022-06-24
,547.79,547.79,36.7148,29912396146.0,TDG,536.2,527.65,688.03,522.13,Aerospace & Defense,54605590.0,381212.0,390966.0,20.14,0.038169,0.0,0.0,2022-06-24
,372.67,372.67,30.0763,17456924909.0,TDY,368.09,364.83,493.97,361.26,Electronic Equipment & Parts,46842850.0,320740.0,338453.0,7.84,0.021488999999999998,0.0,0.0,2022-06-24
,330.66,330.66,59.1377,12972952416.0,TECH,328.23,324.18,543.85,318.07,Biotechnology & Medical Research,39233510.0,298659.0,238852.0,6.48,0.019989,0.0,0.0,2022-06-24
,120.6,120.6,15.6604,38854160280.0,TEL,119.47,118.39,166.44,117.48,"Machinery, Equipment & Components",322173800.0,1068543.0,1468222.0,2.21,0.018667,0.0,0.0,2022-06-24
,92.44,93.99,16.9942,14564060000.0,TER,92.38,90.91,168.91,89.68,Semiconductors & Semiconductor Equipment,160203000.0,1755954.0,1591721.0,1.53,0.01683,0.016768,1.55,2022-06-24
,46.58,46.87,10.3206,62017264120.0,TFC,46.78,46.24,68.95,44.75,Banking Services,1331414000.0,7076019.0,7427788.0,0.34,0.007352999999999999,0.006226000000000001,0.29,2022-06-24
,257.22,257.22,24.5619,11842730000.0,TFX,255.52,252.51,428.355,250.8901,Healthcare Equipment & Supplies,46900060.0,266259.0,344127.0,4.71,0.018653,0.0,0.0,2022-06-24
,147.44,148.75,11.829,68367397216.0,TGT,142.52,142.7,268.98,141.29,Diversified Retail,463696400.0,6353121.0,9526752.0,4.74,0.033216999999999997,0.008884999999999999,1.31,2022-06-24
,57.63,57.86,20.7744,67521382680.0,TJX,57.55,57.33,77.35,53.69,Diversified Retail,1171636000.0,7151859.0,8382622.0,0.3,0.005233,0.003991,0.23,2022-06-24
,514.76,516.99,26.4247,201508979120.0,TMO,514.79,507.45,672.34,465.93,Healthcare Equipment & Supplies,391462000.0,1320526.0,1367558.0,7.31,0.014405,0.004332,2.23,2022-06-24
,126.52,126.92,55.8777,158603574200.0,TMUS,126.31,124.9,150.2,101.51,Telecommunications Services,1253585000.0,5409741.0,4119046.0,1.62,0.012969999999999999,0.003162,0.4,2022-06-24
